orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
107;8;0;pagina;P-008;;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;;;;Smarthome;;Página;;0;"Hub de marca Personal Smarthome con logos descargables, paleta cromática y enlaces de redes/sitios. Bloques principales: Logos; Paleta cromática; Redes.";Sí;16;80;;No;;"Ecosistema | Smarthome | brands/smarthome.html | Logos; Paleta cromática; Redes | página | descargas";"Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Descripción: Hub de marca Personal Smarthome con logos descargables, paleta cromática y enlaces de redes/sitios. | Bloques: Logos; Paleta cromática; Redes | Tiene descargas: Sí | Cantidad de ítems descargables: 16 | Cantidad de opciones de descarga: 80"
108;8;1;descargable;D-008-001;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Isotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Isotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Isotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca) en formato .ai.
109;8;2;descargable;D-008-002;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Isotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Isotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Isotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro) en formato .ai.
110;8;3;descargable;D-008-003;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Isotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Isotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Isotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Isotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (color, fondo blanco) en formato .ai.
111;8;4;descargable;D-008-004;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Isotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Isotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Isotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Isotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco) en formato .ai.
112;8;5;descargable;D-008-005;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
113;8;6;descargable;D-008-006;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
114;8;7;descargable;D-008-007;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
115;8;8;descargable;D-008-008;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
116;8;9;descargable;D-008-009;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
117;8;10;descargable;D-008-010;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
118;8;11;descargable;D-008-011;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
119;8;12;descargable;D-008-012;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
120;8;13;descargable;D-008-013;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo pill (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo pill (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo marca) en formato .ai.
121;8;14;descargable;D-008-014;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo pill (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo pill (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo pill (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (blanco, fondo negro) en formato .ai.
122;8;15;descargable;D-008-015;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo pill (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo pill (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo pill (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (color, fondo blanco) en formato .ai.
123;8;16;descargable;D-008-016;P-008;Ecosistema;Smarthome;Smarthome;brands/smarthome.html;Logos;;Variaciones;Logotipo pill (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Smarthome | Logos > Variaciones | Recurso: Logotipo pill (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Smarthome | Logos | Variaciones | Logotipo pill (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/smarthome.html | descargable | descarga;Sección: Ecosistema | Página: Smarthome | Ruta: brands/smarthome.html | Área principal: Logos | Subárea 2: Variaciones | Nombre del recurso: Logotipo pill (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos > Variaciones: Descarga del activo de identidad Logotipo pill (negro, fondo blanco) en formato .ai.
124;9;0;pagina;P-009;;Ecosistema;Tech;Tech;brands/tech.html;;;;Tech;;Página;;0;"Hub de marca Personal Tech con logos descargables, paleta cromática, manual de marca y enlaces de redes/sitios. Bloques principales: Logos; Paleta cromática; Manual de Marca; Redes.";Sí;9;41;;No;;"Ecosistema | Tech | brands/tech.html | Logos; Paleta cromática; Manual de Marca; Redes | página | descargas";"Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Descripción: Hub de marca Personal Tech con logos descargables, paleta cromática, manual de marca y enlaces de redes/sitios. | Bloques: Logos; Paleta cromática; Manual de Marca; Redes | Tiene descargas: Sí | Cantidad de ítems descargables: 9 | Cantidad de opciones de descarga: 41"
125;9;1;descargable;D-009-001;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Isotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Isotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Tech | Logos | Isotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo marca) en formato .ai.
126;9;2;descargable;D-009-002;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Isotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Isotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Tech | Logos | Isotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Isotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (blanco, fondo negro) en formato .ai.
127;9;3;descargable;D-009-003;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Isotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Isotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Tech | Logos | Isotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Isotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (color, fondo blanco) en formato .ai.
128;9;4;descargable;D-009-004;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Isotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Isotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Tech | Logos | Isotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Isotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Isotipo (negro, fondo blanco) en formato .ai.
129;9;5;descargable;D-009-005;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Logotipo (blanco, fondo marca);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Logotipo (blanco, fondo marca) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca).;Sí;;;;No;;Ecosistema | Tech | Logos | Logotipo (blanco, fondo marca) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo marca) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo marca) en formato .ai.
130;9;6;descargable;D-009-006;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Logotipo (blanco, fondo negro);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Logotipo (blanco, fondo negro) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro).;Sí;;;;No;;Ecosistema | Tech | Logos | Logotipo (blanco, fondo negro) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Logotipo (blanco, fondo negro) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (blanco, fondo negro) en formato .ai.
131;9;7;descargable;D-009-007;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Logotipo (color, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Logotipo (color, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (color, fondo blanco).;Sí;;;;No;;Ecosistema | Tech | Logos | Logotipo (color, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Logotipo (color, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (color, fondo blanco) en formato .ai.
132;9;8;descargable;D-009-008;P-009;Ecosistema;Tech;Tech;brands/tech.html;Logos;;;Logotipo (negro, fondo blanco);vectorial;Activos vectoriales / identidad;ai, svg, pdf, png, jpg;5;Tech | Logos | Recurso: Logotipo (negro, fondo blanco) | Modal / grupo: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Detalle: Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco).;Sí;;;;No;;Ecosistema | Tech | Logos | Logotipo (negro, fondo blanco) | vectorial | Activos vectoriales / identidad | ai, svg, pdf, png, jpg | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Logos | Nombre del recurso: Logotipo (negro, fondo blanco) | Grupo modal: vectorial | Tipo de activo: Activos vectoriales / identidad | Formatos disponibles: ai, svg, pdf, png, jpg | Logos: Descarga del activo de identidad Logotipo (negro, fondo blanco) en formato .ai.
133;9;9;descargable;D-009-009;P-009;Ecosistema;Tech;Tech;brands/tech.html;Manual de Marca;;;Tech (color, fondo marca);pdf;Documento PDF;pdf;1;Tech | Manual de Marca | Recurso: Tech (color, fondo marca) | Modal / grupo: pdf | Tipo de activo: Documento PDF | Formatos disponibles: pdf | Detalle: Manual de Marca: Descarga de Tech (color, fondo marca).;Sí;;;;No;;Ecosistema | Tech | Manual de Marca | Tech (color, fondo marca) | pdf | Documento PDF | brands/tech.html | descargable | descarga;Sección: Ecosistema | Página: Tech | Ruta: brands/tech.html | Área principal: Manual de Marca | Nombre del recurso: Tech (color, fondo marca) | Grupo modal: pdf | Tipo de activo: Documento PDF | Formatos disponibles: pdf | Manual de Marca: Descarga de Tech (color, fondo marca) en formato .pdf.
134;10;0;pagina;P-010;;Templates;Templates;;sections/templates.html;;;;Templates;;Página;;0;"Sección de plantillas con presentaciones, piezas de e-mail, Viva Engage y hojas membretadas descargables. Bloques principales: Presentaciones; E-mails; Viva Engage; Hojas membretadas.";Sí;15;21;;No;;"Templates | sections/templates.html | Presentaciones; E-mails; Viva Engage; Hojas membretadas | página | descargas";"Sección: Templates | Página: Templates | Ruta: sections/templates.html | Descripción: Sección de plantillas con presentaciones, piezas de e-mail, Viva Engage y hojas membretadas descargables. | Bloques: Presentaciones; E-mails; Viva Engage; Hojas membretadas | Tiene descargas: Sí | Cantidad de ítems descargables: 15 | Cantidad de opciones de descarga: 21"
